record_id,redcap_repeat_instrument,redcap_repeat_instance,form_name,field_name,nlp_derived,field_type,field_label,field_note,text_validation_type_or_sh,identifier,extract_label,for_cbioportal,for_docs_site,for_test_portal,fill_value,reasons_for_missing_data,souce_from_idb_or_cdm,adapted_from_col,adapted_from_table,extract_name_id,palantir_dataset,palantir_unified_column,epic_table_name,epic_column_name
31,metadata,8,ECOG-KPS,STOP_DATE,,STRING,Date of Clinical Note (DNU),DNU,,,,,,,,,,,,,,,,
31,metadata,9,ECOG-KPS,EVENT_TYPE,,STRING,Event Type for ECOG,"Event type, diagnosis",,,,,,,,,,,,,,,,
31,metadata,10,ECOG-KPS,SUBTYPE,,STRING,Subtype for ECOG,"Subtype, ECOG-KPS Score",,,,,,,,,,,,,,,,
31,metadata,11,ECOG-KPS,SOURCE,,STRING,Source of ECOG (ClinDoc Notes),"Source of output, clindoc notes",,,,,,,,,,,,,,,,
31,metadata,12,ECOG-KPS,ECOG_KPS,,STRING,ECOG-KPS Score,"KPS or ECOG score. Values are standardized from 0-4, with 4 being the poorest self-reported status",,,,,,,,,,,,,,,,
31,metadata,13,ECOG-KPS,STYLE_COLOR,,STRING,ECOG-KPS Color scale,Color scale for ECOG-KPS. Scaled from light red to red (0-4),,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,
32,metadata,1,Cancer Presence Raw,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
32,metadata,2,Cancer Presence Raw,START_DATE,,STRING,Start of disease-free status,Start date of disease-free time window,date_mdy,y,,,,,,,,,,,,,,
32,metadata,3,Cancer Presence Raw,STOP_DATE,,STRING,End of disease-free status,End date of disease-free time window,date_mdy,y,,,,,,,,,,,,,,
32,metadata,4,Cancer Presence Raw,EVENT_TYPE,y,STRING,Disease-free status,Indication if patient is free of cancer during START_DATE and STOP_DATE,,,,,,,,,,,,,,,,
32,metadata,6,Disease-Free Status,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,MRN,Cancer Presence Raw,,,,,
32,metadata,7,Disease-Free Status,START_DATE,,STRING,Start of disease-free status,Start date of disease-free time window,date_mdy,y,,,,,,,,START_DATE,Cancer Presence Raw,,,,,
32,metadata,8,Disease-Free Status,STOP_DATE,,STRING,End of disease-free status,End date of disease-free time window,date_mdy,y,,,,,,,,STOP_DATE,Cancer Presence Raw,,,,,
32,metadata,9,Disease-Free Status,EVENT_TYPE,,STRING,"Event Type for DFS, diagnosis","Event type, diagnosis",,,,,,,,,,,,,,,,
32,metadata,10,Disease-Free Status,SUBTYPE,,STRING,"Event Type for the section, disease-free status","Subtype, disease-free status",,,,,,,,,,,,,,,,
32,metadata,11,Disease-Free Status,SOURCE,,STRING,"Source of disease-free status, radiology reports","Source of output, CT, MRI, and PET radiology report impressions",,,,,,,,,,,,,,,,
32,metadata,12,Disease-Free Status,CANCER_PRESENT,y,STRING,Indication if patient is free of cancer during START_DATE and STOP_DATE,Indication if patient is free of cancer during START_DATE and STOP_DATE,,,,,,,,,,EVENT_TYPE,Cancer Presence Raw,,,,,
